quantity,value
pelagic_pct_individuals,51.3
pelagic_pct_production,12.3
pelagic_pct_biomass,9.2
onreef_pct_production,56.8
pelagic_trend_pct_decade,-31.7
pelagic_trend_p,8e-08
onreef_trend_pct_decade,-7.3
onreef_trend_p,0.044
interaction_p,0.00024
