model,term,estimate,se,t,p
"cumulative heat (0, 1, 2 yr lags)",a0,-0.116819757377633,0.038431953225813,-3.03965184104071,0.00359685321035459
"cumulative heat (0, 1, 2 yr lags)",a1,0.124737698501983,0.04832463929547,2.58124427456773,0.0124903351151758
"cumulative heat (0, 1, 2 yr lags)",a2,-0.0455373327183188,0.0465528405400436,-0.978185910678183,0.332189392191455
