lat_degree,trend_dec
21,0.210218846747147
22,0.218227255200591
23,0.239213148801258
24,0.252574734810595
25,0.28164520555931
26,0.329192691807206
27,0.324080848511665
28,0.234071377861071
29,0.237689562904691
30,0.285783763226924
31,0.34565204627083
