window_days,response,pct_per_decade,p_reefclust,paired_pct
30,production,-9.33657911138584,0.0290057514561867,5.2198157731794
90,production,-8.61374140509358,0.0237510021782218,4.36765650747915
180,production,-14.2105304772793,0.00041497470195324,2.89159972924888
365,production,-7.39603005912235,0.0426335574238725,5.42618405991415
