month,mhw_days,mhw_fraction,event_count,max_sst,mean_sst,max_intensity,mean_intensity,cumulative_intensity
2020-07,12,0.3871,1,29.808,29.201,2.066,1.724,20.684
2020-08,0,0.0,0,30.512,29.896,0.0,0.0,0.0
2020-09,6,0.2,1,30.506,29.796,1.589,1.321,7.926
2020-10,27,0.871,1,30.702,29.49,2.351,1.947,52.567
2020-11,0,0.0,0,26.52,24.909,0.0,0.0,0.0
2020-12,0,0.0,0,22.488,21.235,0.0,0.0,0.0
2021-01,0,0.0,0,19.739,18.611,0.0,0.0,0.0
2021-02,0,0.0,0,19.82,19.191,0.0,0.0,0.0
2021-03,0,0.0,0,19.827,19.306,0.0,0.0,0.0
2021-04,5,0.1667,1,22.865,21.635,1.09,1.034,5.168
2021-05,18,0.5806,1,25.83,24.352,1.714,1.441,25.934
2021-06,22,0.7333,1,28.22,27.215,2.064,1.753,38.561
2021-07,16,0.5161,2,30.614,29.304,1.419,1.154,18.458
2021-08,31,1.0,1,31.296,30.86,1.749,1.292,40.062
2021-09,11,0.3667,2,30.893,30.297,1.589,1.25,12.503
2021-10,11,0.3548,1,30.182,28.822,1.732,1.48,16.275
2021-11,0,0.0,0,26.956,25.126,0.0,0.0,0.0
2021-12,8,0.2581,1,23.602,22.312,2.01,1.783,14.265
2022-01,2,0.0645,1,21.367,19.525,1.759,1.649,3.298
2022-02,0,0.0,0,19.244,18.748,0.0,0.0,0.0
2022-03,0,0.0,0,20.163,19.257,0.0,0.0,0.0
2022-04,0,0.0,0,21.698,20.952,0.0,0.0,0.0
2022-05,0,0.0,0,24.518,23.396,0.0,0.0,0.0
2022-06,11,0.3667,1,28.173,26.403,1.721,1.386,15.241
2022-07,0,0.0,0,29.59,28.772,0.0,0.0,0.0
2022-08,0,0.0,0,30.199,29.794,0.0,0.0,0.0
2022-09,0,0.0,0,30.78,29.795,0.0,0.0,0.0
2022-10,9,0.2903,1,29.592,28.503,1.2,1.126,10.136
2022-11,0,0.0,0,26.618,24.332,0.0,0.0,0.0
2022-12,0,0.0,0,22.501,21.078,0.0,0.0,0.0
2023-01,0,0.0,0,20.412,19.449,0.0,0.0,0.0
2023-02,0,0.0,0,19.484,18.277,0.0,0.0,0.0
2023-03,0,0.0,0,20.659,19.717,0.0,0.0,0.0
2023-04,0,0.0,0,22.664,20.814,0.0,0.0,0.0
2023-05,0,0.0,0,25.269,23.269,0.0,0.0,0.0
2023-06,0,0.0,0,27.206,26.087,0.0,0.0,0.0
2023-07,13,0.4194,1,30.137,29.081,1.972,1.522,19.783
2023-08,8,0.2581,1,31.187,30.285,1.621,1.313,10.501
2023-09,7,0.2333,1,30.581,29.728,1.581,1.459,10.216
2023-10,17,0.5484,3,29.87,28.657,1.402,1.067,18.134
2023-11,0,0.0,0,26.438,25.098,0.0,0.0,0.0
2023-12,12,0.3871,1,22.962,22.01,1.939,1.735,20.817
2024-01,19,0.6129,2,21.334,20.479,1.934,1.662,31.582
2024-02,13,0.4483,2,20.683,20.339,1.981,1.725,22.428
2024-03,28,0.9032,2,21.453,20.828,1.897,1.538,41.536
2024-04,5,0.1667,1,22.597,21.544,1.098,0.997,4.986
2024-05,14,0.4516,1,26.287,24.321,1.933,1.664,23.29
2024-06,15,0.5,1,27.139,26.692,2.163,1.73,25.951
2024-07,2,0.0645,1,30.487,28.618,1.291,1.258,2.516
2024-08,12,0.3871,1,30.814,30.377,1.419,1.283,15.393
2024-09,12,0.4,2,31.037,30.157,1.47,1.182,14.189
2024-10,16,0.5161,1,30.173,28.747,1.409,1.223,19.566
2024-11,0,0.0,0,26.72,24.034,0.0,0.0,0.0
2024-12,0,0.0,0,21.854,20.511,0.0,0.0,0.0
2025-01,0,0.0,0,20.354,18.762,0.0,0.0,0.0
2025-02,0,0.0,0,19.45,18.903,0.0,0.0,0.0
2025-03,0,0.0,0,20.494,18.925,0.0,0.0,0.0
2025-04,8,0.2667,1,22.607,21.601,1.691,1.512,12.097
2025-05,0,0.0,0,24.948,23.728,0.0,0.0,0.0
2025-06,12,0.4,2,29.172,26.633,2.145,1.581,18.974
2025-07,23,0.7419,1,29.762,29.435,2.059,1.475,33.917
2025-08,0,0.0,0,30.942,30.232,0.0,0.0,0.0
2025-09,22,0.7333,1,30.852,30.371,1.516,1.235,27.18
2025-10,30,0.9677,1,30.323,29.171,1.87,1.421,42.637
2025-11,28,0.9333,1,27.106,25.862,2.06,1.489,41.703
2025-12,25,0.8065,2,23.948,22.794,2.696,1.961,49.034
2026-01,9,0.2903,1,21.618,20.58,2.25,2.047,18.42
2026-02,23,0.8214,2,20.921,20.51,2.099,1.866,42.914
2026-03,31,1.0,1,23.121,21.948,3.281,2.588,80.239
2026-04,30,1.0,1,24.712,24.0,4.079,3.165,94.949
