Reef,Year,B,P,n_transects,Degree,Region,C_ann,C_warm,mhw_days,mhw_cum,lB,lP,lB_c,C,YearF
ARCO_SAN_LUCAS,2011,4731.83811254034,8.41683077383936,4,23,Los Cabos,0.0918151115706078,0.975086956521747,68,30.4166,8.46206901330011,2.13023336474508,-1.13594464337422,0.72005919976278,2011
ARCO_SAN_LUCAS,2012,6614.64791982249,8.12952079696333,5,23,Los Cabos,-0.128290760215826,0.14198913043479,37,11.141,8.79704185061595,2.0955019792596,-0.800971806058382,-0.113038626324178,2012
ARCO_SAN_LUCAS,2013,8377.57499507879,13.2141520274916,7,23,Los Cabos,-0.512952011717064,-0.579097826086948,0,0,9.03331377153544,2.58128837857341,-0.564699885138889,-0.834125582845916,2013
ARCO_SAN_LUCAS,2014,7787.73488402491,10.9837997956287,8,23,Los Cabos,1.05967812526924,1.42492391304349,149,127.412,8.9603053243134,2.3964214413903,-0.637708332360937,1.16989615628452,2014
ARCO_SAN_LUCAS,2015,9180.83787026237,12.5878657149283,8,23,Los Cabos,1.39296579650211,1.4640543478261,237,109.369,9.12487375071998,2.53273331144016,-0.473139905954355,1.20902659106713,2015
ARCO_SAN_LUCAS,2016,11622.4214261733,11.1487703074777,7,23,Los Cabos,0.711190114101114,0.314978260869573,120,72.7031,9.36069139304916,2.41132920549928,-0.23732226362517,0.0599505041106053,2016
ARCO_SAN_LUCAS,2017,5259.34535046064,7.50197519546953,8,23,Los Cabos,0.274527440337731,0.333565217391313,54,26.5963,8.56776183989887,2.0151663452652,-1.03025181677546,0.0785374606323454,2017
ARCO_SAN_LUCAS,2018,10756.4602891422,11.9235599569614,8,23,Los Cabos,0.486171275954169,0.241608695652183,79,46.0997,9.28326181018289,2.47851627115645,-0.314751846491443,-0.0134190611067847,2018
ARCO_SAN_LUCAS,2019,11289.0025935788,10.6105303295476,7,23,Los Cabos,0.101184974584306,-0.545782608695644,59,26.2004,9.33158430900541,2.36184693531148,-0.266429347668922,-0.800810365454612,2019
ARCO_SAN_LUCAS,2021,16443.7388762777,21.343468762082,9,23,Los Cabos,0.644472645817183,0.884489130434791,74,37.792,9.70770006831723,3.06074578009073,0.109686411642899,0.629461373675824,2021
ARCO_SAN_LUCAS,2022,12238.3174966132,22.2559149079756,2,23,Los Cabos,0.242911001981566,-0.184097826086949,73,36.5132,9.41232708719088,3.10260781184414,-0.185686569483451,-0.439125582845917,2022
BAJO_CABO_PULMO,1999,15117.2660426012,20.3067064189661,2,23,Cabo Pulmo,-0.37048238132162,-0.149259057971015,0,0,9.62359281609582,3.0109511969554,0.0255791594214916,-0.404286814729983,1999
BAJO_CABO_PULMO,2009,60424.4590255904,74.9798546126385,4,23,Cabo Pulmo,0.519435426897558,0.43976268115942,64,35.0246,11.0091492527073,4.31721947229066,1.41113559603295,0.184734924400452,2009
BAJO_CABO_PULMO,2010,46936.5910607909,65.3830850361037,4,23,Cabo Pulmo,-0.0739892306366885,-0.376922101449276,19,4.3091,10.7565528434357,4.18026358641874,1.15853918676137,-0.631949858208244,2010
BAJO_CABO_PULMO,2011,45391.3173275542,75.8311705519616,4,23,Cabo Pulmo,0.00620255018522805,0.74976268115942,66,23.9319,10.7230761174474,4.32850942912227,1.12506246077306,0.494734924400452,2011
BAJO_CABO_PULMO,2012,26910.7895006359,32.8173286595,4,23,Cabo Pulmo,-0.0544181960339596,0.0826431159420287,27,9.1107,10.2002825818501,3.49095668867166,0.602268925175741,-0.172384640816939,2012
BAJO_CABO_PULMO,2013,18747.1611545779,22.3062070950078,4,23,Cabo Pulmo,-0.405386490910662,-0.280400362318841,0,0,9.83879761484647,3.10486498480289,0.240783958172136,-0.535428119077809,2013
BAJO_CABO_PULMO,2014,14259.1571778574,17.7243269036769,4,23,Cabo Pulmo,0.916832687171531,1.0377518115942,148,98.5037999999999,9.56515458828451,2.87493809729246,-0.032859068389822,0.782724054835232,2014
BAJO_CABO_PULMO,2015,36157.2950067692,32.9223413993888,4,23,Cabo Pulmo,1.12154501593865,1.09095833333333,184,102.0522,10.4956340054793,3.49415149719793,0.897620348804926,0.835930576574362,2015
BAJO_CABO_PULMO,2016,37280.4571694542,30.9320763681172,7,23,Cabo Pulmo,0.955144645496095,0.654980072463768,183,128.3095,10.5262245318535,3.43179371564705,0.92821087517914,0.3999523157048,2016
BAJO_CABO_PULMO,2017,23428.5611485694,41.1580581752448,4,23,Cabo Pulmo,0.582668303609887,0.484653985507246,96,54.7904,10.0617111189704,3.71741973238077,0.46369746229602,0.229626228748278,2017
BAJO_CABO_PULMO,2018,59276.8508397999,63.949065647082,4,23,Cabo Pulmo,0.447462824157831,0.478675724637681,72,36.555,10.9899741350737,4.15808691723918,1.39196047839938,0.223647967878713,2018
BAJO_CABO_PULMO,2019,93866.4318921606,137.605626482449,4,23,Cabo Pulmo,0.210723098130435,-0.125400362318841,32,10.1318,11.4496281134459,4.92439181479734,1.8516144567716,-0.380428119077809,2019
