model,term,estimate,se,t,p
warming x targeted,ws_anom,-0.113550975681194,0.0410272070597852,-2.76769938338056,0.00763787250564715
warming x targeted,ws_anom:grpuntargeted,0.0703024018049404,0.0485996055967208,1.44656321675343,0.153593683693893
