month,mhw_days,mhw_fraction,event_count,max_sst,mean_sst,max_intensity,mean_intensity,cumulative_intensity
2025-03,0,0,0,21.074,19.681,0,0,0
2025-04,8,0.2667,0,23.097,22.048,0.455,0.288,2.306
2025-05,0,0,0,25.428,24.109,0.144,0,0
2025-06,8,0.2667,0,28.636,26.553,0.635,0.316,2.527
2025-07,24,0.7742,0,29.541,29.121,0.662,0.213,5.113
2025-08,0,0,0,30.663,30.013,0.256,0,0
2025-09,22,0.7333,0,30.796,30.328,0.476,0.282,6.198
2025-10,31,1,0,30.305,29.538,1.091,0.57,17.655
2025-11,30,1,0,27.848,26.842,1.122,0.551,16.516
2025-12,31,1,0,25.199,24.162,1.32,0.649,20.121
2026-01,27,0.871,0,23.037,22.076,0.979,0.449,12.133
2026-02,24,0.8571,0,21.992,21.595,0.684,0.355,8.51
2026-03,31,1,0,23.48,22.63,1.826,1.269,39.349
2026-04,30,1,0,25.076,24.472,2.773,2.025,60.759
