lat,lon,lonW,gulf,lat_degree
30.375,246.375,-113.625,TRUE,30
30.375,246.625,-113.375,TRUE,30
30.375,246.875,-113.125,FALSE,30
30.375,247.125,-112.875,FALSE,30
30.625,243.875,-116.125,FALSE,30
30.625,245.375,-114.625,TRUE,30
30.625,245.625,-114.375,TRUE,30
30.625,245.875,-114.125,TRUE,30
30.625,246.125,-113.875,TRUE,30
30.625,246.375,-113.625,TRUE,30
30.625,246.625,-113.375,FALSE,30
30.625,246.875,-113.125,FALSE,30
30.875,243.875,-116.125,FALSE,30
30.875,245.375,-114.625,TRUE,30
30.875,245.625,-114.375,TRUE,30
30.875,245.875,-114.125,TRUE,30
30.875,246.125,-113.875,TRUE,30
30.875,246.375,-113.625,FALSE,30
30.875,246.625,-113.375,FALSE,30
30.875,246.875,-113.125,FALSE,30
31.125,245.125,-114.875,TRUE,31
31.125,245.375,-114.625,TRUE,31
31.125,245.625,-114.375,TRUE,31
31.125,245.875,-114.125,TRUE,31
31.125,246.125,-113.875,FALSE,31
31.125,246.375,-113.625,FALSE,31
31.125,246.625,-113.375,FALSE,31
31.125,246.875,-113.125,FALSE,31
31.375,245.125,-114.875,TRUE,31
31.375,245.375,-114.625,TRUE,31
31.375,245.625,-114.375,TRUE,31
31.375,245.875,-114.125,FALSE,31
31.375,246.125,-113.875,FALSE,31
31.375,246.375,-113.625,FALSE,31
31.625,245.375,-114.625,TRUE,31
31.625,245.625,-114.375,FALSE,31
31.625,246.125,-113.875,FALSE,31
